Claim_ID,Claim_Date,Sale_ID,Repair_Status
CL-69363,Microsoft.OleDb.Date,YK-292214,Completed
CL-41513,Microsoft.OleDb.Date,BG-8650,Completed
CL-81992,Microsoft.OleDb.Date,MD-5510,Rejected
CL-723,Microsoft.OleDb.Date,RV-8066,Completed
CL-40469,Microsoft.OleDb.Date,NA-024857,Pending
CL-74153,Microsoft.OleDb.Date,KA-33331,Completed
CL-22614,Microsoft.OleDb.Date,CJ-113243,In Progress
CL-4060,Microsoft.OleDb.Date,WL-262249,In Progress
CL-54612,Microsoft.OleDb.Date,NV-338702,Completed
CL-45469,Microsoft.OleDb.Date,NY-705624,In Progress
CL-8689,Microsoft.OleDb.Date,ON-9618,Rejected
CL-39979,Microsoft.OleDb.Date,FV-32681,Rejected
CL-99175,Microsoft.OleDb.Date,UH-1041,Completed
CL-38595,Microsoft.OleDb.Date,LB-43106,Pending
CL-59139,Microsoft.OleDb.Date,WT-644385,Rejected
CL-9024,Microsoft.OleDb.Date,ZM-03777,Pending
CL-6401,Microsoft.OleDb.Date,DZ-4507,Completed
CL-87542,Microsoft.OleDb.Date,PM-919428,Completed
CL-54078,Microsoft.OleDb.Date,BB-7605,In Progress
CL-8306,Microsoft.OleDb.Date,EJ-5883,Pending
CL-5548,Microsoft.OleDb.Date,MS-6796,Completed
CL-51978,Microsoft.OleDb.Date,WS-5642,In Progress
CL-3988,Microsoft.OleDb.Date,BJ-96929,In Progress
CL-75934,Microsoft.OleDb.Date,YX-9566,In Progress
CL-81091,Microsoft.OleDb.Date,UW-599725,In Progress
CL-14849,Microsoft.OleDb.Date,DP-107809,In Progress
CL-43960,Microsoft.OleDb.Date,YC-7388,Rejected
CL-3627,Microsoft.OleDb.Date,MH-839226,In Progress
CL-82332,Microsoft.OleDb.Date,EJ-390148,In Progress
CL-67059,Microsoft.OleDb.Date,GJ-030102,In Progress
CL-3120,Microsoft.OleDb.Date,JG-431175,Pending
CL-60053,Microsoft.OleDb.Date,ZU-49957,Pending
CL-76029,Microsoft.OleDb.Date,OJ-4633,Rejected
CL-62263,Microsoft.OleDb.Date,RI-9263,Rejected
CL-5207,Microsoft.OleDb.Date,FY-478966,Completed
CL-21933,Microsoft.OleDb.Date,CM-46197,Rejected
CL-22919,Microsoft.OleDb.Date,YD-264835,In Progress
CL-5803,Microsoft.OleDb.Date,TF-62838,Pending
CL-63098,Microsoft.OleDb.Date,NY-949766,Completed
CL-3842,Microsoft.OleDb.Date,SC-3912,In Progress
CL-61105,Microsoft.OleDb.Date,WN-2645,Completed
CL-39332,Microsoft.OleDb.Date,ER-0274,Pending
CL-88475,Microsoft.OleDb.Date,ZD-914354,In Progress
CL-40070,Microsoft.OleDb.Date,UG-92470,Pending
CL-43236,Microsoft.OleDb.Date,GQ-79956,Rejected
CL-63376,Microsoft.OleDb.Date,QG-644108,In Progress
CL-70123,Microsoft.OleDb.Date,PI-380358,Pending
CL-6577,Microsoft.OleDb.Date,WX-908331,In Progress
CL-73273,Microsoft.OleDb.Date,NQ-86190,In Progress
CL-3623,Microsoft.OleDb.Date,YM-2844,Pending
CL-49214,Microsoft.OleDb.Date,WD-14815,Pending
CL-93560,Microsoft.OleDb.Date,KU-81762,Rejected
CL-4456,Microsoft.OleDb.Date,KJ-1125,Completed
CL-50950,Microsoft.OleDb.Date,PH-72175,Pending
CL-29855,Microsoft.OleDb.Date,NK-909509,Rejected
CL-4475,Microsoft.OleDb.Date,RR-26897,In Progress
CL-26923,Microsoft.OleDb.Date,OI-6492,Completed
CL-9627,Microsoft.OleDb.Date,JJ-823902,In Progress
CL-373,Microsoft.OleDb.Date,PS-247793,Pending
CL-58698,Microsoft.OleDb.Date,BS-37889,In Progress
CL-6309,Microsoft.OleDb.Date,NW-94722,In Progress
CL-48666,Microsoft.OleDb.Date,SB-9667,In Progress
CL-523,Microsoft.OleDb.Date,QU-8636,Rejected
CL-61737,Microsoft.OleDb.Date,SJ-13469,In Progress
CL-88153,Microsoft.OleDb.Date,RX-3502,Pending
CL-56292,Microsoft.OleDb.Date,WN-6488,Rejected
CL-4947,Microsoft.OleDb.Date,GX-985263,Completed
CL-7656,Microsoft.OleDb.Date,QN-1792,In Progress
CL-4391,Microsoft.OleDb.Date,MS-5421,Rejected
CL-38365,Microsoft.OleDb.Date,YV-71340,In Progress
CL-7193,Microsoft.OleDb.Date,JU-3526,Pending
CL-17852,Microsoft.OleDb.Date,PQ-62072,Pending
CL-60922,Microsoft.OleDb.Date,AM-7881,Pending
CL-3127,Microsoft.OleDb.Date,KD-912535,Pending
CL-73834,Microsoft.OleDb.Date,HF-73861,Rejected
CL-31510,Microsoft.OleDb.Date,MO-03634,Completed
CL-3359,Microsoft.OleDb.Date,VY-6277,Rejected
CL-52641,Microsoft.OleDb.Date,SS-55180,Rejected
CL-86312,Microsoft.OleDb.Date,HV-7833,Completed
CL-15072,Microsoft.OleDb.Date,UE-0973,Pending
CL-30386,Microsoft.OleDb.Date,FM-51112,Pending
CL-63619,Microsoft.OleDb.Date,MM-88050,Rejected
CL-37436,Microsoft.OleDb.Date,NJ-242817,Rejected
CL-14889,Microsoft.OleDb.Date,JT-491174,In Progress
CL-10099,Microsoft.OleDb.Date,EP-2509,In Progress
CL-6654,Microsoft.OleDb.Date,GB-05640,Rejected
CL-73903,Microsoft.OleDb.Date,QO-8712,Rejected
CL-6700,Microsoft.OleDb.Date,AX-70041,In Progress
CL-4637,Microsoft.OleDb.Date,MB-25886,Rejected
CL-4267,Microsoft.OleDb.Date,SI-340783,Completed
CL-2870,Microsoft.OleDb.Date,KV-023393,Rejected
CL-29727,Microsoft.OleDb.Date,LM-415158,Rejected
CL-69020,Microsoft.OleDb.Date,LO-7856,In Progress
CL-89249,Microsoft.OleDb.Date,NC-9256,Pending
CL-41816,Microsoft.OleDb.Date,TG-051338,Pending
CL-4983,Microsoft.OleDb.Date,US-71973,Completed
CL-404,Microsoft.OleDb.Date,PH-13480,Pending
CL-84667,Microsoft.OleDb.Date,RL-627916,Pending
CL-85992,Microsoft.OleDb.Date,DY-702791,Pending
CL-54340,Microsoft.OleDb.Date,CY-6206,In Progress
CL-2788,Microsoft.OleDb.Date,AK-0410,Pending
CL-27551,Microsoft.OleDb.Date,UX-3568,Completed
CL-16845,Microsoft.OleDb.Date,NB-495523,Completed
CL-31646,Microsoft.OleDb.Date,LU-295750,Rejected
CL-34450,Microsoft.OleDb.Date,OR-33991,Pending
CL-3407,Microsoft.OleDb.Date,JC-934524,Rejected
CL-57152,Microsoft.OleDb.Date,VF-16315,Pending
CL-72606,Microsoft.OleDb.Date,FF-8415,In Progress
CL-6732,Microsoft.OleDb.Date,ZZ-4749,Completed
CL-67710,Microsoft.OleDb.Date,DU-4167,Completed
CL-73054,Microsoft.OleDb.Date,HM-922310,In Progress
CL-72642,Microsoft.OleDb.Date,NV-9634,In Progress
CL-88762,Microsoft.OleDb.Date,UQ-14301,Completed
CL-90392,Microsoft.OleDb.Date,WB-475975,Completed
CL-7361,Microsoft.OleDb.Date,MA-206038,In Progress
CL-70240,Microsoft.OleDb.Date,BC-288228,Pending
CL-1865,Microsoft.OleDb.Date,ZG-32705,In Progress
CL-2417,Microsoft.OleDb.Date,QE-476561,Pending
CL-62428,Microsoft.OleDb.Date,UU-32319,Pending
CL-84081,Microsoft.OleDb.Date,NL-82090,Completed
CL-5031,Microsoft.OleDb.Date,WF-259603,Pending
CL-8708,Microsoft.OleDb.Date,VR-1329,Completed
CL-3090,Microsoft.OleDb.Date,ZZ-4130,Pending
CL-44003,Microsoft.OleDb.Date,UX-956411,In Progress
CL-5878,Microsoft.OleDb.Date,BF-0767,In Progress
CL-29938,Microsoft.OleDb.Date,JH-0493,Rejected
CL-69780,Microsoft.OleDb.Date,DJ-976407,Pending
CL-8268,Microsoft.OleDb.Date,HW-90427,Pending
CL-21109,Microsoft.OleDb.Date,BC-56713,In Progress
CL-5534,Microsoft.OleDb.Date,NR-6649,Completed
CL-95030,Microsoft.OleDb.Date,OC-70663,Completed
CL-4150,Microsoft.OleDb.Date,UW-171984,Pending
CL-14325,Microsoft.OleDb.Date,HD-34056,Pending
CL-7119,Microsoft.OleDb.Date,UK-6861,In Progress
CL-34555,Microsoft.OleDb.Date,NG-21203,Completed
CL-40791,Microsoft.OleDb.Date,IU-107540,Completed
CL-65034,Microsoft.OleDb.Date,XK-569109,Pending
CL-9875,Microsoft.OleDb.Date,PF-5986,Pending
CL-2505,Microsoft.OleDb.Date,PP-3416,Completed
CL-7388,Microsoft.OleDb.Date,ED-063487,In Progress
CL-24476,Microsoft.OleDb.Date,TD-69637,Rejected
CL-52362,Microsoft.OleDb.Date,PI-97343,In Progress
CL-38261,Microsoft.OleDb.Date,WI-85661,Completed
CL-69542,Microsoft.OleDb.Date,EH-490516,Pending
CL-2756,Microsoft.OleDb.Date,VY-173316,Pending
CL-58829,Microsoft.OleDb.Date,ZF-4029,Completed
CL-65301,Microsoft.OleDb.Date,BP-2167,Rejected
CL-26568,Microsoft.OleDb.Date,KA-96596,Completed
CL-33193,Microsoft.OleDb.Date,HJ-1854,Pending
CL-80298,Microsoft.OleDb.Date,JA-332547,In Progress
CL-63230,Microsoft.OleDb.Date,SC-1295,Completed
CL-84566,Microsoft.OleDb.Date,FC-99880,In Progress
CL-57583,Microsoft.OleDb.Date,AR-252150,In Progress
CL-65864,Microsoft.OleDb.Date,FK-004795,Completed
CL-9368,Microsoft.OleDb.Date,WZ-160802,Pending
CL-2416,Microsoft.OleDb.Date,UV-89404,In Progress
CL-44633,Microsoft.OleDb.Date,ZW-76950,Completed
CL-8504,Microsoft.OleDb.Date,VE-95965,Rejected
CL-45225,Microsoft.OleDb.Date,HR-28722,Pending
CL-92872,Microsoft.OleDb.Date,XI-048116,Pending
CL-5164,Microsoft.OleDb.Date,OI-428779,Completed
CL-6780,Microsoft.OleDb.Date,WA-4022,Pending
CL-53188,Microsoft.OleDb.Date,LN-08966,In Progress
CL-34760,Microsoft.OleDb.Date,AT-5848,Pending
CL-89807,Microsoft.OleDb.Date,HG-38208,Rejected
CL-94654,Microsoft.OleDb.Date,SR-965001,Rejected
CL-84196,Microsoft.OleDb.Date,ND-212419,Pending
CL-28162,Microsoft.OleDb.Date,KH-2688,Pending
CL-96980,Microsoft.OleDb.Date,AE-464939,Completed
CL-11189,Microsoft.OleDb.Date,SM-961289,Completed
CL-54088,Microsoft.OleDb.Date,QF-0396,Pending
CL-90639,Microsoft.OleDb.Date,LT-555808,Completed
CL-16005,Microsoft.OleDb.Date,GZ-1295,Rejected
CL-85887,Microsoft.OleDb.Date,RY-173617,Pending
CL-63698,Microsoft.OleDb.Date,JX-116252,In Progress
CL-18332,Microsoft.OleDb.Date,BE-5068,Completed
CL-35937,Microsoft.OleDb.Date,YA-6494,In Progress
CL-6778,Microsoft.OleDb.Date,NJ-3090,Rejected
CL-61255,Microsoft.OleDb.Date,FG-23553,Pending
CL-75172,Microsoft.OleDb.Date,AQ-354188,Rejected
CL-54133,Microsoft.OleDb.Date,BO-84893,In Progress
CL-17944,Microsoft.OleDb.Date,SR-593363,In Progress
CL-74296,Microsoft.OleDb.Date,ZQ-98533,Completed
CL-54521,Microsoft.OleDb.Date,EE-124170,Rejected
CL-10873,Microsoft.OleDb.Date,UG-799365,Rejected
CL-30448,Microsoft.OleDb.Date,PR-308409,Pending
CL-33305,Microsoft.OleDb.Date,TE-261483,Pending
CL-4420,Microsoft.OleDb.Date,NF-293373,Completed
CL-70639,Microsoft.OleDb.Date,DI-43044,Rejected
CL-36064,Microsoft.OleDb.Date,XR-953268,In Progress
CL-22593,Microsoft.OleDb.Date,TE-92729,Pending
CL-79192,Microsoft.OleDb.Date,ZV-54113,Pending
CL-86714,Microsoft.OleDb.Date,QB-9614,Pending
CL-28772,Microsoft.OleDb.Date,ZG-80888,Pending
CL-60948,Microsoft.OleDb.Date,WL-91903,Rejected
CL-500,Microsoft.OleDb.Date,BN-63265,In Progress
CL-32790,Microsoft.OleDb.Date,TO-919849,Pending
CL-52434,Microsoft.OleDb.Date,WM-38686,Rejected
CL-87861,Microsoft.OleDb.Date,ZF-413677,Pending
CL-85199,Microsoft.OleDb.Date,HY-6881,Completed
CL-7888,Microsoft.OleDb.Date,KT-8959,Rejected
CL-85705,Microsoft.OleDb.Date,CL-4589,Rejected
CL-1847,Microsoft.OleDb.Date,OI-3014,Pending
CL-7705,Microsoft.OleDb.Date,RD-11904,Rejected
CL-50723,Microsoft.OleDb.Date,AN-460693,Pending
CL-17002,Microsoft.OleDb.Date,GZ-96908,Pending
CL-27401,Microsoft.OleDb.Date,SF-7602,Pending
CL-41000,Microsoft.OleDb.Date,PF-21550,Pending
CL-90440,Microsoft.OleDb.Date,TZ-76698,In Progress
CL-73407,Microsoft.OleDb.Date,KG-3056,Pending
CL-71541,Microsoft.OleDb.Date,LG-67222,Rejected
CL-4444,Microsoft.OleDb.Date,XT-819077,Completed
CL-9338,Microsoft.OleDb.Date,EC-73878,In Progress
CL-88195,Microsoft.OleDb.Date,NS-68507,Rejected
CL-2951,Microsoft.OleDb.Date,IK-144290,Rejected
CL-6656,Microsoft.OleDb.Date,EQ-6692,Completed
CL-73398,Microsoft.OleDb.Date,RH-82366,Rejected
CL-19917,Microsoft.OleDb.Date,DB-069113,In Progress
CL-2674,Microsoft.OleDb.Date,IL-730438,In Progress
CL-45091,Microsoft.OleDb.Date,DU-919063,Completed
CL-55305,Microsoft.OleDb.Date,DS-0318,Rejected
CL-7820,Microsoft.OleDb.Date,WC-10083,Pending
CL-9487,Microsoft.OleDb.Date,JV-2313,Completed
CL-5484,Microsoft.OleDb.Date,BH-20929,Completed
CL-3350,Microsoft.OleDb.Date,MR-4867,In Progress
CL-34793,Microsoft.OleDb.Date,EU-50743,Completed
CL-81065,Microsoft.OleDb.Date,JE-781364,In Progress
CL-92912,Microsoft.OleDb.Date,QI-9078,Rejected
CL-29352,Microsoft.OleDb.Date,BG-3488,In Progress
CL-11924,Microsoft.OleDb.Date,LA-74205,In Progress
CL-33183,Microsoft.OleDb.Date,HV-888315,In Progress
CL-40080,Microsoft.OleDb.Date,FW-2799,Pending
CL-2564,Microsoft.OleDb.Date,HB-31359,In Progress
CL-66205,Microsoft.OleDb.Date,EG-176003,Rejected
CL-54168,Microsoft.OleDb.Date,KO-61088,Completed
CL-60990,Microsoft.OleDb.Date,NW-8770,In Progress
CL-97244,Microsoft.OleDb.Date,NL-077220,Rejected
CL-90737,Microsoft.OleDb.Date,JL-80851,Rejected
CL-37310,Microsoft.OleDb.Date,BM-28271,In Progress
CL-66351,Microsoft.OleDb.Date,CX-022220,In Progress
CL-20746,Microsoft.OleDb.Date,WR-2077,Rejected
CL-23342,Microsoft.OleDb.Date,TN-021350,Pending
CL-47696,Microsoft.OleDb.Date,MX-069620,Pending
CL-4087,Microsoft.OleDb.Date,EM-0027,Completed
CL-2245,Microsoft.OleDb.Date,PL-23612,Pending
CL-75758,Microsoft.OleDb.Date,AB-995463,Rejected
CL-2664,Microsoft.OleDb.Date,FN-608814,Rejected
CL-51142,Microsoft.OleDb.Date,PM-8465,Completed
CL-98095,Microsoft.OleDb.Date,UX-460170,Rejected
CL-75729,Microsoft.OleDb.Date,XB-0056,Pending
CL-3639,Microsoft.OleDb.Date,KG-889233,Pending
CL-42787,Microsoft.OleDb.Date,UW-848581,Pending
CL-29539,Microsoft.OleDb.Date,RL-295155,Rejected
CL-47209,Microsoft.OleDb.Date,US-6445,Completed
CL-78124,Microsoft.OleDb.Date,BA-39347,In Progress
CL-79481,Microsoft.OleDb.Date,OZ-310994,In Progress
CL-8629,Microsoft.OleDb.Date,HQ-8408,In Progress
CL-68460,Microsoft.OleDb.Date,PQ-573418,In Progress
CL-6634,Microsoft.OleDb.Date,GJ-84268,Pending
CL-74630,Microsoft.OleDb.Date,LX-6951,In Progress
CL-22130,Microsoft.OleDb.Date,BI-82053,Rejected
CL-32094,Microsoft.OleDb.Date,AD-010947,Rejected
CL-8891,Microsoft.OleDb.Date,VH-95110,In Progress
CL-3906,Microsoft.OleDb.Date,XQ-10596,Pending
CL-27396,Microsoft.OleDb.Date,RB-8251,Completed
CL-6443,Microsoft.OleDb.Date,NT-59096,In Progress
CL-76876,Microsoft.OleDb.Date,AG-8540,In Progress
CL-59673,Microsoft.OleDb.Date,NH-6835,Rejected
CL-816,Microsoft.OleDb.Date,SA-14361,Pending
CL-3069,Microsoft.OleDb.Date,CB-290807,Completed
CL-10927,Microsoft.OleDb.Date,GQ-68840,Rejected
CL-50962,Microsoft.OleDb.Date,BA-0029,Completed
CL-95882,Microsoft.OleDb.Date,SS-895726,Rejected
CL-44560,Microsoft.OleDb.Date,IP-04637,Rejected
CL-209,Microsoft.OleDb.Date,LU-102343,In Progress
CL-28040,Microsoft.OleDb.Date,PZ-00249,In Progress
CL-4995,Microsoft.OleDb.Date,OG-89578,Rejected
CL-7899,Microsoft.OleDb.Date,LV-31032,Pending
CL-9864,Microsoft.OleDb.Date,VZ-686570,Pending
CL-33044,Microsoft.OleDb.Date,OD-600935,In Progress
CL-16510,Microsoft.OleDb.Date,XD-167408,Completed
CL-80406,Microsoft.OleDb.Date,OB-3919,Completed
CL-6170,Microsoft.OleDb.Date,RQ-9437,Rejected
CL-1724,Microsoft.OleDb.Date,MG-92098,Pending
CL-28700,Microsoft.OleDb.Date,KT-59049,Pending
CL-58309,Microsoft.OleDb.Date,AU-305752,In Progress
CL-19941,Microsoft.OleDb.Date,TB-18862,Rejected
CL-6371,Microsoft.OleDb.Date,ET-411183,In Progress
CL-62906,Microsoft.OleDb.Date,LV-544572,Rejected
CL-4130,Microsoft.OleDb.Date,MM-69259,Pending
CL-90959,Microsoft.OleDb.Date,CP-53233,In Progress
CL-71262,Microsoft.OleDb.Date,TY-24811,Pending
CL-80919,Microsoft.OleDb.Date,KF-6869,Pending
CL-37385,Microsoft.OleDb.Date,IY-00209,Completed
CL-48037,Microsoft.OleDb.Date,QO-6162,Rejected
CL-33096,Microsoft.OleDb.Date,WM-3473,Pending
CL-2461,Microsoft.OleDb.Date,GK-50650,Pending
CL-91359,Microsoft.OleDb.Date,JL-14398,Completed
CL-48085,Microsoft.OleDb.Date,NW-498406,Completed
CL-83224,Microsoft.OleDb.Date,RI-41764,Pending
CL-3726,Microsoft.OleDb.Date,SD-25645,Rejected
CL-8190,Microsoft.OleDb.Date,AU-160195,Pending
CL-81440,Microsoft.OleDb.Date,UC-0169,Completed
CL-7778,Microsoft.OleDb.Date,DM-8584,Rejected
CL-7288,Microsoft.OleDb.Date,DO-6046,Pending
CL-74311,Microsoft.OleDb.Date,XF-18931,Pending
CL-76450,Microsoft.OleDb.Date,ES-083996,Rejected
CL-17662,Microsoft.OleDb.Date,FC-06601,Completed
CL-28197,Microsoft.OleDb.Date,CU-86519,Rejected
CL-10769,Microsoft.OleDb.Date,RH-19138,Rejected
CL-95268,Microsoft.OleDb.Date,EN-677691,Rejected
CL-31402,Microsoft.OleDb.Date,TC-42350,Completed
CL-66327,Microsoft.OleDb.Date,RH-70379,Pending
CL-61837,Microsoft.OleDb.Date,UC-2438,Pending
CL-38373,Microsoft.OleDb.Date,LG-6729,Completed
CL-1992,Microsoft.OleDb.Date,YO-776931,In Progress
CL-6165,Microsoft.OleDb.Date,GG-3571,Rejected
CL-47711,Microsoft.OleDb.Date,RD-84491,Completed
CL-42131,Microsoft.OleDb.Date,CC-516083,Pending
CL-3499,Microsoft.OleDb.Date,PD-8712,In Progress
CL-28474,Microsoft.OleDb.Date,FI-2414,Completed
CL-6877,Microsoft.OleDb.Date,EC-52955,Pending
CL-86728,Microsoft.OleDb.Date,LS-44465,Rejected
CL-16910,Microsoft.OleDb.Date,QO-217544,Rejected
CL-5567,Microsoft.OleDb.Date,UX-6880,Completed
CL-26967,Microsoft.OleDb.Date,VK-655336,Rejected
CL-51080,Microsoft.OleDb.Date,JD-8951,Rejected
CL-78841,Microsoft.OleDb.Date,QE-66048,Rejected
CL-5559,Microsoft.OleDb.Date,DV-584437,Completed
CL-40797,Microsoft.OleDb.Date,PQ-375096,Rejected
CL-72593,Microsoft.OleDb.Date,RZ-4295,In Progress
CL-8640,Microsoft.OleDb.Date,GG-71727,In Progress
CL-76536,Microsoft.OleDb.Date,UF-8457,Pending
CL-33743,Microsoft.OleDb.Date,OD-270105,Rejected
CL-355,Microsoft.OleDb.Date,LV-43705,In Progress
CL-92194,Microsoft.OleDb.Date,XP-712144,In Progress
CL-6603,Microsoft.OleDb.Date,VQ-21747,Pending
CL-9653,Microsoft.OleDb.Date,RA-27144,In Progress
CL-52694,Microsoft.OleDb.Date,ZH-8299,Rejected
CL-68944,Microsoft.OleDb.Date,UI-55719,In Progress
CL-4582,Microsoft.OleDb.Date,DU-1607,Pending
CL-2401,Microsoft.OleDb.Date,WO-532648,Rejected
CL-47616,Microsoft.OleDb.Date,SX-541604,Rejected
CL-2370,Microsoft.OleDb.Date,KY-1567,Completed
CL-2857,Microsoft.OleDb.Date,SJ-812751,In Progress
CL-62875,Microsoft.OleDb.Date,KG-57613,Rejected
CL-89350,Microsoft.OleDb.Date,MO-71480,Rejected
CL-99706,Microsoft.OleDb.Date,YS-8541,Pending
CL-51542,Microsoft.OleDb.Date,OG-807463,Rejected
CL-6504,Microsoft.OleDb.Date,TU-56923,In Progress
CL-56056,Microsoft.OleDb.Date,JT-7163,In Progress
CL-53291,Microsoft.OleDb.Date,TH-039399,Rejected
CL-18064,Microsoft.OleDb.Date,ZU-6967,Completed
CL-77064,Microsoft.OleDb.Date,YP-04481,Completed
CL-87676,Microsoft.OleDb.Date,IN-8605,In Progress
CL-3933,Microsoft.OleDb.Date,BU-7349,Pending
CL-4979,Microsoft.OleDb.Date,ET-34107,Completed
CL-6981,Microsoft.OleDb.Date,ML-5762,In Progress
CL-6728,Microsoft.OleDb.Date,QD-797917,In Progress
CL-99433,Microsoft.OleDb.Date,AN-79211,In Progress
CL-20420,Microsoft.OleDb.Date,IE-93945,Pending
CL-3715,Microsoft.OleDb.Date,CG-4026,Completed
CL-9890,Microsoft.OleDb.Date,SV-17919,Rejected
CL-6348,Microsoft.OleDb.Date,OJ-68479,Rejected
CL-65716,Microsoft.OleDb.Date,LR-4025,In Progress
CL-76097,Microsoft.OleDb.Date,LE-008435,Completed
CL-89864,Microsoft.OleDb.Date,LU-4546,Completed
CL-35863,Microsoft.OleDb.Date,EN-2995,Rejected
CL-94831,Microsoft.OleDb.Date,QQ-892879,Rejected
CL-259,Microsoft.OleDb.Date,SZ-2930,Rejected
CL-2706,Microsoft.OleDb.Date,UQ-8327,Pending
CL-51081,Microsoft.OleDb.Date,MI-0482,Completed
CL-12200,Microsoft.OleDb.Date,BF-07687,Pending
CL-45925,Microsoft.OleDb.Date,PF-7212,Pending
CL-2375,Microsoft.OleDb.Date,FK-477083,Rejected
CL-56508,Microsoft.OleDb.Date,MK-6440,Pending
CL-70951,Microsoft.OleDb.Date,KD-5917,Completed
CL-5919,Microsoft.OleDb.Date,BJ-2831,Completed
CL-81922,Microsoft.OleDb.Date,MB-754343,Pending
CL-65328,Microsoft.OleDb.Date,XA-975045,Completed
CL-1991,Microsoft.OleDb.Date,HV-741805,Rejected
CL-30799,Microsoft.OleDb.Date,KX-304257,Rejected
CL-58274,Microsoft.OleDb.Date,YW-5064,Completed
CL-84016,Microsoft.OleDb.Date,RS-590729,Completed
CL-82292,Microsoft.OleDb.Date,PJ-1819,Completed
CL-3645,Microsoft.OleDb.Date,RD-7219,Rejected
CL-81245,Microsoft.OleDb.Date,MN-7408,In Progress
CL-24544,Microsoft.OleDb.Date,DI-99725,In Progress
CL-94859,Microsoft.OleDb.Date,LZ-49162,Rejected
CL-31942,Microsoft.OleDb.Date,HG-4898,Rejected
CL-40341,Microsoft.OleDb.Date,AP-6309,Completed
CL-35051,Microsoft.OleDb.Date,JQ-63518,Rejected
CL-72389,Microsoft.OleDb.Date,EV-20473,In Progress
CL-39561,Microsoft.OleDb.Date,OQ-6172,Rejected
CL-96842,Microsoft.OleDb.Date,KE-108224,Completed
CL-3032,Microsoft.OleDb.Date,LP-480543,Rejected
CL-8246,Microsoft.OleDb.Date,NB-12961,In Progress
CL-9990,Microsoft.OleDb.Date,OU-002145,Pending
CL-3169,Microsoft.OleDb.Date,TH-1563,Rejected
CL-54864,Microsoft.OleDb.Date,JZ-471189,Completed
CL-35844,Microsoft.OleDb.Date,DS-9264,Completed
CL-55131,Microsoft.OleDb.Date,SR-90149,Pending
CL-3737,Microsoft.OleDb.Date,AT-15061,In Progress
CL-9561,Microsoft.OleDb.Date,SV-89113,Rejected
CL-45530,Microsoft.OleDb.Date,MO-6906,Pending
CL-578,Microsoft.OleDb.Date,GW-42273,Completed
CL-93493,Microsoft.OleDb.Date,ZE-96553,Completed
CL-23382,Microsoft.OleDb.Date,BR-01371,Rejected
CL-53636,Microsoft.OleDb.Date,CQ-9274,Pending
CL-27554,Microsoft.OleDb.Date,BZ-203814,Pending
CL-16787,Microsoft.OleDb.Date,MN-89642,Pending
CL-1763,Microsoft.OleDb.Date,IP-01772,Pending
CL-34188,Microsoft.OleDb.Date,AR-2879,In Progress
CL-498,Microsoft.OleDb.Date,LR-20985,Pending
CL-7077,Microsoft.OleDb.Date,UR-756346,Completed
CL-45940,Microsoft.OleDb.Date,KC-63510,Rejected
CL-3485,Microsoft.OleDb.Date,OX-047912,In Progress
CL-75424,Microsoft.OleDb.Date,XK-908366,Completed
CL-22772,Microsoft.OleDb.Date,RG-42072,Completed
CL-27247,Microsoft.OleDb.Date,LA-13718,In Progress
CL-67675,Microsoft.OleDb.Date,DQ-717565,Completed
CL-59425,Microsoft.OleDb.Date,KP-172858,Completed
CL-68053,Microsoft.OleDb.Date,GA-5829,Pending
CL-44870,Microsoft.OleDb.Date,VR-2037,In Progress
CL-9742,Microsoft.OleDb.Date,SP-7035,Completed
CL-87215,Microsoft.OleDb.Date,UF-41720,Rejected
CL-92955,Microsoft.OleDb.Date,WX-7416,In Progress
CL-55602,Microsoft.OleDb.Date,HI-627987,Pending
CL-89766,Microsoft.OleDb.Date,TB-70980,Rejected
CL-68688,Microsoft.OleDb.Date,IB-263220,Pending
CL-3930,Microsoft.OleDb.Date,HS-3985,Pending
CL-66691,Microsoft.OleDb.Date,NT-1458,Completed
CL-31639,Microsoft.OleDb.Date,OG-960257,Pending
CL-51999,Microsoft.OleDb.Date,QN-0464,In Progress
CL-99700,Microsoft.OleDb.Date,HV-1002,In Progress
CL-63001,Microsoft.OleDb.Date,PH-384353,Pending
CL-26810,Microsoft.OleDb.Date,UN-363529,Pending
CL-7161,Microsoft.OleDb.Date,SR-6054,Rejected
CL-6650,Microsoft.OleDb.Date,HL-9601,Pending
CL-240,Microsoft.OleDb.Date,QC-39047,Pending
CL-67233,Microsoft.OleDb.Date,AG-90798,Rejected
CL-82794,Microsoft.OleDb.Date,OB-61269,Pending
CL-10940,Microsoft.OleDb.Date,IJ-401460,Completed
CL-65942,Microsoft.OleDb.Date,LP-62712,Completed
CL-40158,Microsoft.OleDb.Date,RV-149994,In Progress
CL-83203,Microsoft.OleDb.Date,WP-5348,Completed
CL-55328,Microsoft.OleDb.Date,OD-124738,Pending
CL-9218,Microsoft.OleDb.Date,WK-8778,In Progress
CL-86258,Microsoft.OleDb.Date,YE-305844,Rejected
CL-51146,Microsoft.OleDb.Date,TO-6824,Completed
CL-40754,Microsoft.OleDb.Date,OE-1594,Completed
CL-2809,Microsoft.OleDb.Date,LE-732033,Completed
CL-47476,Microsoft.OleDb.Date,AC-04771,Pending
CL-32468,Microsoft.OleDb.Date,QW-4472,In Progress
CL-56974,Microsoft.OleDb.Date,XO-6282,In Progress
CL-8736,Microsoft.OleDb.Date,PB-0427,Completed
